,Section_Id,Zone_Section_Average_Price,Time_Diff
0,181981,405.512,67.08819444
1,181981,405.512,67.06736111
2,181981,405.512,66.08819444
3,181981,405.512,66.06736111
4,181981,416.8025,65.08819444
5,181981,416.8025,65.06736111
6,181981,416.8025,64.08819444
7,181981,416.8025,64.06736111
8,181981,360.09,63.08819444
9,181981,360.09,63.06736111
10,181981,334.3021053,62.08819444
11,181981,334.3021053,62.06805556
12,181981,334.3021053,61.08819444
13,181981,334.3021053,61.06805556
14,181981,334.3021053,60.08819444
15,181981,334.3021053,60.06805556
16,181981,327.6457143,59.08888889
17,181981,327.6457143,59.06805556
18,181981,327.4785714,58.08819444
19,181981,327.4785714,58.06805556
20,181981,327.2557143,57.08819444
21,181981,327.2557143,57.06805556
22,181981,331.9914286,56.08819444
23,181981,331.9914286,56.06805556
24,181981,330.0895455,55.08819444
25,181981,330.0895455,55.06805556
26,181981,330.0895455,54.08819444
27,181981,330.0895455,54.06805556
28,181981,333.3842857,53.08888889
29,181981,333.3842857,53.06805556
30,181981,319.7722727,52.08819444
31,181981,319.7722727,52.06736111
32,181981,319.985,50.06736111
33,181981,319.985,49.08819444
34,181981,319.985,49.06736111
35,181981,319.985,48.08819444
36,181981,319.985,48.06736111
37,181981,323.9128571,47.08819444
38,181981,323.9128571,47.06736111
39,181981,323.9128571,46.08819444
40,181981,321.1828571,43.08819444
41,181981,319.0277273,42.08819444
42,181981,313.904,40.19722222
43,181981,313.904,39.20138889
44,181981,315.7304545,36.21388889
45,181981,316.8031818,35.21041667
46,181981,309.7551724,34.21111111
47,181981,308.7465517,33.21041667
48,181981,308.7465517,32.21041667
49,181981,308.2368966,31.21527778
50,181981,314.7418519,30.89722222
51,181981,314.7418519,30.21527778
52,181981,315.6876923,29.89652778
53,181981,315.6876923,29.19375
54,181981,318.16,28.20625
55,181981,319.9120833,27.89236111
56,181981,319.6195833,27.21111111
57,181981,319.6195833,26.89236111
58,181981,319.6195833,26.21666667
59,181981,319.6195833,25.89305556
60,181981,324.9577273,25.21458333
61,181981,324.9577273,24.89166667
62,181981,318.6822727,24.2125
63,181981,321.7680952,23.89375
64,181981,321.7680952,23.21527778
65,181981,325.9343478,22.89583333
66,181981,325.68,22.22152778
67,181981,327.3586364,21.89444444
68,181981,326.0395455,21.21944444
69,181981,327.2364286,20.89791667
70,181981,321.7213793,20.21805556
71,181981,316.6583333,19.22013889
72,181981,313.2597059,18.22013889
73,181981,307.9185714,17.89930556
74,181981,298.1040541,17.22430556
75,181981,294.5875,16.90208333
76,181981,290.8310811,16.22291667
77,181981,285.3961538,15.22152778
78,181981,282.7269231,14.95972222
79,181981,282.1102564,14.62222222
80,181981,275.0813953,13.22430556
81,181981,332.9877273,12.95625
82,181981,335.7865116,12.62152778
83,181981,335.7865116,12.225
84,181981,281.367907,11.95625
85,181981,281.3546512,11.62083333
86,181981,281.3546512,11.22708333
87,181981,278.5793333,10.95416667
88,181981,272.5693333,10.62013889
89,181981,272.5693333,10.22777778
90,181981,268.6308889,9.954861111
91,181981,267.4742222,9.619444444
92,181981,267.4742222,9.228472222
93,181981,265.2197674,8.954166667
94,181981,268.4997436,8.619444444
95,181981,268.4997436,8.225
96,181981,265.50175,7.954166667
97,181981,263.79025,7.747222222
98,181981,263.79025,7.456944444
99,181981,263.79025,7.227777778
100,181981,263.7976923,7.079166667
101,181981,257.2514634,6.455555556
102,181981,257.2514634,6.232638889
103,181981,257.8915,6.077777778
104,181981,257.114359,5.743055556
105,181981,257.114359,5.453472222
106,181981,257.114359,5.225694444
107,181981,256.13825,4.745138889
108,181981,254.9285,4.441666667
109,181981,254.9285,4.229861111
110,181981,254.9305128,4.079166667
111,181981,240.27,3.45
112,181981,240.27,3.222222222
113,181981,234.894,3.079166667
114,181981,226.30125,2.795138889
115,181981,216.2544737,2.448611111
116,181981,215.3307895,2.222916667
117,181981,190.2117143,1.793055556
118,181981,189.9515625,1.618055556
119,181981,192.4559459,1.449305556
120,181981,190.6535135,1.2125
121,181981,186.5064865,1.125694444
122,181981,185.4178125,0.952777778
123,181981,170.7351613,0.790277778
124,181981,153.5424138,0.615972222
125,181981,151.4806897,0.448611111
126,181981,145.0271429,0.209027778
127,181981,129.8152174,0.124305556
